Ano,Município,Aparelho de Pesca,Pescado,kg no Período,nº de descargas do período
2011,Porto Belo,Arrasto de parelha,Peixe-sapo,"2.210,00",16
2011,Porto Belo,Arrasto de parelha,Peixe-tábua,"120,00",1
2011,Porto Belo,Arrasto de parelha,Pescada,"13.250,00",12
2011,Porto Belo,Arrasto de parelha,Pescada-amarela,"970,00",5
2011,Porto Belo,Arrasto de parelha,Pescada-bicuda,"370,00",3
2011,Porto Belo,Arrasto de parelha,Pescada-branca,"5.751,00",14
2011,Porto Belo,Arrasto de parelha,Pescada-cambucu,"16.821,00",23
2011,Porto Belo,Arrasto de parelha,Pescadinha-real,"16.857,00",23
2011,Porto Belo,Arrasto de parelha,Raia,"7.434,00",30
2011,Porto Belo,Arrasto de parelha,Raia-viola,"5.470,00",3
2011,Porto Belo,Arrasto de parelha,Robalo,"2.850,00",8
2011,Porto Belo,Arrasto de parelha,Roncador,"16.720,00",21
2011,Porto Belo,Arrasto de parelha,Sarrão,"101,00",2
2011,Porto Belo,Arrasto de parelha,Savelha,"180,00",1
2011,Porto Belo,Arrasto de parelha,Sororoca,"808,00",11
2011,Porto Belo,Arrasto de parelha,Tainha,"1.840,00",5
2011,Porto Belo,Arrasto de parelha,Tira-vira,"3.780,00",18
2011,Porto Belo,Arrasto de parelha,Trilha,"20,00",1
2011,Porto Belo,Arrasto de parelha,Ubarana,"1.170,00",8
2011,Porto Belo,Arrasto de parelha,Xarelete,"575,00",10
2011,Porto Belo,Arrasto duplo,Abrótea,"10.357,00",7
2011,Porto Belo,Arrasto duplo,Batata,"20,00",1
2011,Porto Belo,Arrasto duplo,Betara,"140,00",1
2011,Porto Belo,Arrasto duplo,Cabra,"3.520,00",11
2011,Porto Belo,Arrasto duplo,Camarão-barba-ruça,"19.650,00",3
2011,Porto Belo,Arrasto duplo,Camarão-rosa,"655,00",1
2011,Porto Belo,Arrasto duplo,Camarão-santana,"5.482,00",2
2011,Porto Belo,Arrasto duplo,Carapeba,"80,00",2
2011,Porto Belo,Arrasto duplo,Castanha,"20,00",1
2011,Porto Belo,Arrasto duplo,Congro,"2.503,00",2
2011,Porto Belo,Arrasto duplo,Corvina,"10.826,00",9
2011,Porto Belo,Arrasto duplo,Emplastro,"500,00",7
2011,Porto Belo,Arrasto duplo,Enguia,"40,00",1
2011,Porto Belo,Arrasto duplo,Espada,"120,00",1
2011,Porto Belo,Arrasto duplo,Galo,"100,00",2
2011,Porto Belo,Arrasto duplo,Goete,"380,00",3
2011,Porto Belo,Arrasto duplo,Gordinho,"240,00",1
2011,Porto Belo,Arrasto duplo,Guaivira,"653,00",2
2011,Porto Belo,Arrasto duplo,Linguado-areia,"3.160,00",2
2011,Porto Belo,Arrasto duplo,Lula,"8.275,00",1
2011,Porto Belo,Arrasto duplo,Mangangá,"40,00",1
2011,Porto Belo,Arrasto duplo,Merluza,"4.980,00",1
2011,Porto Belo,Arrasto duplo,Miracéu,"20,00",1
2011,Porto Belo,Arrasto duplo,Mistura,"2.315,00",12
2011,Porto Belo,Arrasto duplo,Namorado,"60,00",1
2011,Porto Belo,Arrasto duplo,Pampo,"40,00",1
2011,Porto Belo,Arrasto duplo,Peixe-porco,"80,00",2
2011,Porto Belo,Arrasto duplo,Pescada,"20,00",1
2011,Porto Belo,Arrasto duplo,Pescadinha-real,"620,00",2
2011,Porto Belo,Arrasto duplo,Polvo,"1.425,00",2
2011,Porto Belo,Arrasto duplo,Roncador,"20,00",1
2011,Porto Belo,Arrasto duplo,Tainha,"17,00",1
2011,Porto Belo,Arrasto duplo,Tira-vira,"240,00",2
2011,Porto Belo,Arrasto duplo,Trilha,"80,00",1
2011,Porto Belo,Arrasto duplo,Xaréu,"20,00",1
2012,Itajaí,Arrasto de parelha,Abrótea,"4.720,00",5
2012,Itajaí,Arrasto de parelha,Bagre,"200,00",1
2012,Itajaí,Arrasto de parelha,Betara,"1.860,00",4
2012,Itajaí,Arrasto de parelha,Cabra,"4.560,00",4
2012,Itajaí,Arrasto de parelha,Castanha,"127.144,00",6
2012,Itajaí,Arrasto de parelha,Corvina,"71.500,00",8
2012,Itajaí,Arrasto de parelha,Emplastro,"6.780,00",5
2012,Itajaí,Arrasto de parelha,Enchova,"100,00",1
2012,Itajaí,Arrasto de parelha,Espada,"5.000,00",3
2012,Itajaí,Arrasto de parelha,Galo,"20,00",1
2012,Itajaí,Arrasto de parelha,Goete,"26.380,00",4
2012,Itajaí,Arrasto de parelha,Gordinho,"3.000,00",1
2012,Itajaí,Arrasto de parelha,Linguado,"1.640,00",4
2012,Itajaí,Arrasto de parelha,Linguado-vermelho,"320,00",1
2012,Itajaí,Arrasto de parelha,Lula,"40,00",1
2012,Itajaí,Arrasto de parelha,Machote,"200,00",1
2012,Itajaí,Arrasto de parelha,Maria-mole,"58.860,00",7
2012,Itajaí,Arrasto de parelha,Mistura,"16.680,00",6
2012,Itajaí,Arrasto de parelha,Olho-de-boi,"2.000,00",1
2012,Itajaí,Arrasto de parelha,Pampo,"180,00",1
2012,Itajaí,Arrasto de parelha,Pargo-rosa,"1.040,00",2
2012,Itajaí,Arrasto de parelha,Peixe-porco,"200,00",1
2012,Itajaí,Arrasto de parelha,Peixe-sapo,"20,00",1
2012,Itajaí,Arrasto de parelha,Pescada-amarela,"33.000,00",2
2012,Itajaí,Arrasto de parelha,Pescada-bicuda,"800,00",1
2012,Itajaí,Arrasto de parelha,Pescadinha-real,"23.500,00",2
2012,Itajaí,Arrasto duplo,Abrótea,"338.654,00",205
2012,Itajaí,Arrasto duplo,Abrótea-de-fundo,"1.892.315,00",86
2012,Itajaí,Arrasto duplo,Bagre,"3.311,00",27
2012,Itajaí,Arrasto duplo,Batata,"23.176,00",62
2012,Itajaí,Arrasto duplo,Betara,"25.155,00",90
2012,Itajaí,Arrasto duplo,Cabra,"564.051,00",207
2012,Itajaí,Arrasto duplo,Cação-bagre,"3.160,00",11
2012,Itajaí,Arrasto duplo,Cação-martelo,"46,00",1
2012,Itajaí,Arrasto duplo,Cações,"190,00",4
2012,Itajaí,Arrasto duplo,Caçonete,"200,00",1
2012,Itajaí,Arrasto duplo,Calamar-argentino,"25.170,00",34
2012,Itajaí,Arrasto duplo,Camarão-barba-ruça,"730.460,00",81
2012,Itajaí,Arrasto duplo,Camarão-branco,"5.765,00",25
2012,Itajaí,Arrasto duplo,Camarão-cristalino,"10.728,00",16
2012,Itajaí,Arrasto duplo,Camarão-rosa,"363.111,00",222
2012,Itajaí,Arrasto duplo,Camarão-santana,"216.413,00",73
2012,Itajaí,Arrasto duplo,Camarão-santana + barba-ruca,"194.000,00",16
2012,Itajaí,Arrasto duplo,Camarão-sete-barbas,"204.764,00",27
2012,Itajaí,Arrasto duplo,Cangoá,"60,00",1
2012,Itajaí,Arrasto duplo,Castanha,"319.740,00",103
2012,Itajaí,Arrasto duplo,Cherne,"2,00",1
2012,Itajaí,Arrasto duplo,Cherne-poveiro,"60,00",1
2012,Itajaí,Arrasto duplo,Cioba,"36,00",3
2012,Itajaí,Arrasto duplo,Congro,"240,00",2
2012,Itajaí,Arrasto duplo,Congro-rosa,"121.688,00",112
2012,Itajaí,Arrasto duplo,Corcoroca,"1.680,00",12
2012,Itajaí,Arrasto duplo,Corvina,"50.859,00",120
2012,Itajaí,Arrasto duplo,Emplastro,"402.773,00",249
2012,Itajaí,Arrasto duplo,Enchova,"2.480,00",5
2012,Itajaí,Arrasto duplo,Enguia,"14.610,00",61
2012,Itajaí,Arrasto duplo,Espada,"18.752,00",45
2012,Itajaí,Arrasto duplo,Ferrinho,"31.840,00",27
2012,Itajaí,Arrasto duplo,Galo,"1.000,00",3
2012,Itajaí,Arrasto duplo,Galo-de-profundidade,"25.605,00",33
2012,Itajaí,Arrasto duplo,Goete,"19.987,00",43
2012,Itajaí,Arrasto duplo,Gordinho,"4.115,00",26
2012,Itajaí,Arrasto duplo,Guaivira,"400,00",3
2012,Itajaí,Arrasto duplo,Linguado,"440.451,00",131
2012,Itajaí,Arrasto duplo,Linguado-areia,"212.755,00",166
2012,Itajaí,Arrasto duplo,Linguado-vermelho,"2.440,00",10
2012,Itajaí,Arrasto duplo,Lula,"255.815,00",89
2012,Itajaí,Arrasto duplo,Machote,"200,00",1
2012,Itajaí,Arrasto duplo,Mangangá,"60.050,00",110
2012,Itajaí,Arrasto duplo,Maria-luiza,"15.630,00",16
2012,Itajaí,Arrasto duplo,Maria-mole,"333.190,00",135
2012,Itajaí,Arrasto duplo,Merluza,"986.438,00",139
2012,Itajaí,Arrasto duplo,Mistura,"454.047,00",298
2012,Itajaí,Arrasto duplo,Namorado,"5.240,00",25
2012,Itajaí,Arrasto duplo,Não discriminado,"16.340,00",1
2012,Itajaí,Arrasto duplo,Olho-de-boi,"1.470,00",6
2012,Itajaí,Arrasto duplo,Olho-de-cão,"600,00",2
2012,Itajaí,Arrasto duplo,Pampo,"20,00",1
2012,Itajaí,Arrasto duplo,Papa-moscas,"74.700,00",15
2012,Itajaí,Arrasto duplo,Pargo-rosa,"3.420,00",6
2012,Itajaí,Arrasto duplo,Paru,"820,00",1
2012,Itajaí,Arrasto duplo,Peixe-porco,"225.480,00",66
2012,Itajaí,Arrasto duplo,Peixe-sapo,"255.211,00",160
2012,Itajaí,Arrasto duplo,Peixe-tábua,"60,00",1
2012,Itajaí,Arrasto duplo,Pescada,"3.170,00",7
2012,Itajaí,Arrasto duplo,Pescada-amarela,"2.990,00",16
2012,Itajaí,Arrasto duplo,Pescada-branca,"1.000,00",3
2012,Itajaí,Arrasto duplo,Pescada-cambucu,"130,00",2
2012,Itajaí,Arrasto duplo,Pescadinha-real,"6.362,00",18
2012,Itajaí,Arrasto duplo,Pitú,"36.275,00",73
2012,Itajaí,Arrasto duplo,Polvo,"47.530,00",194
2012,Itajaí,Arrasto duplo,Raia,"20.333,00",33
2012,Itajaí,Arrasto duplo,Raia-viola,"4.000,00",1
2012,Itajaí,Arrasto duplo,Roncador,"40,00",1
2012,Itajaí,Arrasto duplo,Sapateira,"3.627,00",46
2012,Itajaí,Arrasto duplo,Sarrão,"3.110,00",9
2012,Itajaí,Arrasto duplo,Sororoca,"60,00",1
2012,Itajaí,Arrasto duplo,Tainha,"100,00",1
2012,Itajaí,Arrasto duplo,Tira-vira,"165.140,00",122
2012,Itajaí,Arrasto duplo,Trilha,"27.692,00",89
2012,Itajaí,Arrasto simples,Abrótea,"61.171,00",56
2012,Itajaí,Arrasto simples,Abrótea-de-fundo,"21.100,00",17
2012,Itajaí,Arrasto simples,Bagre,"7.146,00",23
2012,Itajaí,Arrasto simples,Baiacú,"300,00",1
2012,Itajaí,Arrasto simples,Batata,"1.150,00",8
2012,Itajaí,Arrasto simples,Betara,"4.505,00",17
2012,Itajaí,Arrasto simples,Cabra,"1.827.288,00",72
2012,Itajaí,Arrasto simples,Cação-bagre,"15.070,00",19
2012,Itajaí,Arrasto simples,Cação-gato,"380,00",1
2012,Itajaí,Arrasto simples,Cação-martelo,"60,00",1
2012,Itajaí,Arrasto simples,Cações,"8.150,00",9
2012,Itajaí,Arrasto simples,Calamar-argentino,"200,00",1
2012,Itajaí,Arrasto simples,Cangoá,"3.560,00",10
2012,Itajaí,Arrasto simples,Castanha,"933.293,00",61
2012,Itajaí,Arrasto simples,Cherne,"234,00",1
2012,Itajaí,Arrasto simples,Congro,"560,00",2
2012,Itajaí,Arrasto simples,Congro-rosa,"12.333,00",45
2012,Itajaí,Arrasto simples,Corcoroca,"840,00",4
2012,Itajaí,Arrasto simples,Corvina,"54.597,00",45
2012,Itajaí,Arrasto simples,Emplastro,"336.303,00",73
2012,Itajaí,Arrasto simples,Enchova,"596,00",8
2012,Itajaí,Arrasto simples,Enguia,"3.474,00",31
2012,Itajaí,Arrasto simples,Espada,"28.910,00",48
2012,Itajaí,Arrasto simples,Galo,"20,00",1
2012,Itajaí,Arrasto simples,Galo-de-profundidade,"2.860,00",3
2012,Itajaí,Arrasto simples,Goete,"29.939,00",29
2012,Itajaí,Arrasto simples,Gordinho,"1.955,00",19
2012,Itajaí,Arrasto simples,Linguado,"36.064,00",40
2012,Itajaí,Arrasto simples,Linguado-areia,"131.680,00",67
2012,Itajaí,Arrasto simples,Linguado-vermelho,"48,00",3
2012,Itajaí,Arrasto simples,Lula,"610,00",7
2012,Itajaí,Arrasto simples,Mangangá,"7.426,00",31
2012,Itajaí,Arrasto simples,Maria-luiza,"140,00",2
2012,Itajaí,Arrasto simples,Maria-mole,"417.659,00",53
2012,Itajaí,Arrasto simples,Merluza,"95.620,00",57
2012,Itajaí,Arrasto simples,Mistura,"63.069,00",53
2012,Itajaí,Arrasto simples,Namorado,"232,00",4
2012,Itajaí,Arrasto simples,Palombeta,"140,00",2
2012,Itajaí,Arrasto simples,Pampo,"180,00",1
2012,Itajaí,Arrasto simples,Papa-moscas,"4.840,00",6
2012,Itajaí,Arrasto simples,Pargo-rosa,"2.008,00",12
2012,Itajaí,Arrasto simples,Peixe-porco,"1.480,00",6
2012,Itajaí,Arrasto simples,Peixe-sapo,"53.538,00",65
2012,Itajaí,Arrasto simples,Polvo,"400,00",11
2012,Itajaí,Arrasto simples,Raia,"15.247,00",18
2012,Itajaí,Arrasto simples,Ratinho,"686,00",3
2012,Itajaí,Arrasto simples,Sapateira,"370,00",7
2012,Itajaí,Arrasto simples,Sarrão,"800,00",1
2012,Itajaí,Arrasto simples,Tira-vira,"15.778,00",49
2012,Itajaí,Arrasto simples,Trilha,"21.380,00",49
2012,Laguna,Arrasto de parelha,Bagre,"120,00",1
2012,Laguna,Arrasto de parelha,Betara,"1.640,00",1
2012,Laguna,Arrasto de parelha,Bonito,"53.780,00",1
2012,Laguna,Arrasto de parelha,Cabra,"180,00",1
2012,Laguna,Arrasto de parelha,Cação-anjo,"440,00",1
2012,Laguna,Arrasto de parelha,Castanha,"20.670,00",1
2012,Laguna,Arrasto de parelha,Corcoroca,"2.400,00",1
2012,Laguna,Arrasto de parelha,Corvina,"15.158,00",1
2012,Laguna,Arrasto de parelha,Emplastro,"500,00",1
2012,Laguna,Arrasto de parelha,Enchova,"31,00",1
2012,Laguna,Arrasto de parelha,Enguia,"20,00",1
2012,Laguna,Arrasto de parelha,Goete,"43.760,00",1
2012,Laguna,Arrasto de parelha,Gordinho,"1.590,00",1
2012,Laguna,Arrasto de parelha,Linguado,"1.559,00",1
2012,Laguna,Arrasto de parelha,Mangangá,"180,00",1
2012,Laguna,Arrasto de parelha,Maria-luiza,"40,00",1
2012,Laguna,Arrasto de parelha,Miracéu,"4,00",1
2012,Laguna,Arrasto de parelha,Mistura,"340,00",1
2012,Laguna,Arrasto de parelha,Não discriminado,"6.564.860,00",108
2012,Laguna,Arrasto de parelha,Peixe-porco,"920,00",1
2012,Laguna,Arrasto de parelha,Pescada,"3.220,00",1
2012,Laguna,Arrasto de parelha,Raia,"300,00",1
2012,Laguna,Arrasto de parelha,Tira-vira,"40,00",1
2012,Laguna,Arrasto duplo,Não discriminado,"1.799.460,00",49
2012,Laguna,Arrasto duplo,Polvo,"1.560,00",5
2012,Laguna,Arrasto simples,Não discriminado,"164.520,00",5
2012,Navegantes,Arrasto de parelha,Abrótea,"12.939,00",16
2012,Navegantes,Arrasto de parelha,Anchoita,"20,00",1
2012,Navegantes,Arrasto de parelha,Bagre,"16.501,00",15
2012,Navegantes,Arrasto de parelha,Betara,"8.618,00",16
2012,Navegantes,Arrasto de parelha,Cabra,"71.196,00",17
2012,Navegantes,Arrasto de parelha,Cação-anjo,"60,00",1
2012,Navegantes,Arrasto de parelha,Cações,"1.480,00",5
2012,Navegantes,Arrasto de parelha,Caçonete,"1.200,00",2
2012,Navegantes,Arrasto de parelha,Castanha,"960.612,00",19
2012,Navegantes,Arrasto de parelha,Corcoroca,"1.086,00",10
2012,Navegantes,Arrasto de parelha,Corvina,"357.201,00",20
2012,Navegantes,Arrasto de parelha,Emplastro,"43.520,00",16
2012,Navegantes,Arrasto de parelha,Enchova,"1.086,00",7
2012,Navegantes,Arrasto de parelha,Enguia,"1.260,00",9
2012,Navegantes,Arrasto de parelha,Espada,"1.120,00",2
2012,Navegantes,Arrasto de parelha,Galo,"2.000,00",1
2012,Navegantes,Arrasto de parelha,Galo-de-profundidade,"40,00",1
2012,Navegantes,Arrasto de parelha,Goete,"92.066,00",17
2012,Navegantes,Arrasto de parelha,Gordinho,"12.380,00",17
2012,Navegantes,Arrasto de parelha,Guaivira,"520,00",2
2012,Navegantes,Arrasto de parelha,Linguado,"25.887,00",16
2012,Navegantes,Arrasto de parelha,Linguado-areia,"1.071,00",4
2012,Navegantes,Arrasto de parelha,Linguado-vermelho,"59,00",4
2012,Navegantes,Arrasto de parelha,Lula,"96,00",3
2012,Navegantes,Arrasto de parelha,Machote,"1.000,00",1
2012,Navegantes,Arrasto de parelha,Mangangá,"4.076,00",14
2012,Navegantes,Arrasto de parelha,Maria-luiza,"100,00",1
2012,Navegantes,Arrasto de parelha,Maria-mole,"597.226,00",17
2012,Navegantes,Arrasto de parelha,Merluza,"260,00",4
2012,Navegantes,Arrasto de parelha,Mistura,"18.902,00",15
2012,Navegantes,Arrasto de parelha,Palombeta,"580,00",3
2012,Navegantes,Arrasto de parelha,Pampo,"720,00",2
2012,Navegantes,Arrasto de parelha,Papa-moscas,"20,00",1
2012,Navegantes,Arrasto de parelha,Pargo-rosa,"720,00",6
2012,Navegantes,Arrasto de parelha,Peixe-porco,"10.266,00",11
2012,Navegantes,Arrasto de parelha,Peixe-sapo,"1.309,00",8
2012,Navegantes,Arrasto de parelha,Pescada,"60.240,00",3
2012,Navegantes,Arrasto de parelha,Pescada-amarela,"4.500,00",2
2012,Navegantes,Arrasto de parelha,Pescadinha-real,"25.480,00",5
2012,Navegantes,Arrasto de parelha,Polvo,"320,00",2
2012,Navegantes,Arrasto de parelha,Raia,"9.568,00",14
2012,Navegantes,Arrasto de parelha,Robalo,"1.000,00",1
2012,Navegantes,Arrasto de parelha,Sapateira,"10,00",1
2012,Navegantes,Arrasto de parelha,Tainha,"120,00",1
2012,Navegantes,Arrasto de parelha,Tira-vira,"5.688,00",12
2012,Navegantes,Arrasto duplo,Abrótea,"365.284,00",253
2012,Navegantes,Arrasto duplo,Abrótea-de-fundo,"2.973.120,00",160
2012,Navegantes,Arrasto duplo,Alfonsino,"120,00",1
2012,Navegantes,Arrasto duplo,Bagre,"4.338,00",23
2012,Navegantes,Arrasto duplo,Batata,"42.237,00",79
2012,Navegantes,Arrasto duplo,Batata-da-pedra,"5,00",1
2012,Navegantes,Arrasto duplo,Betara,"33.483,00",80
2012,Navegantes,Arrasto duplo,Cabra,"486.590,00",242
2012,Navegantes,Arrasto duplo,Cação-anjo,"160,00",3
2012,Navegantes,Arrasto duplo,Cação-bagre,"4.173,00",12
2012,Navegantes,Arrasto duplo,Cação-martelo,"10,00",1
2012,Navegantes,Arrasto duplo,Cações,"3.120,00",14
2012,Navegantes,Arrasto duplo,Caçonete,"800,00",6
2012,Navegantes,Arrasto duplo,Calamar-argentino,"36.865,00",48
2012,Navegantes,Arrasto duplo,Camarão-barba-ruça,"2.027.683,00",184
2012,Navegantes,Arrasto duplo,Camarão-branco,"9.434,00",52
2012,Navegantes,Arrasto duplo,Camarão-cristalino,"75.418,00",46
2012,Navegantes,Arrasto duplo,Camarão-rosa,"667.671,00",360
2012,Navegantes,Arrasto duplo,Camarão-santana,"342.945,00",171
2012,Navegantes,Arrasto duplo,Camarão-santana + barba-ruca,"532.700,00",45
2012,Navegantes,Arrasto duplo,Camarão-sete-barbas,"551.681,00",75
2012,Navegantes,Arrasto duplo,Castanha,"203.181,00",82
2012,Navegantes,Arrasto duplo,Cherne,"115,00",3
2012,Navegantes,Arrasto duplo,Cioba,"425,00",5
2012,Navegantes,Arrasto duplo,Congro,"6.407,00",5
2012,Navegantes,Arrasto duplo,Congro-rosa,"244.529,00",167
2012,Navegantes,Arrasto duplo,Corcoroca,"200,00",5
2012,Navegantes,Arrasto duplo,Corvina,"37.270,00",97
2012,Navegantes,Arrasto duplo,Emplastro,"324.282,00",328
2012,Navegantes,Arrasto duplo,Enchova,"1.010,00",2
2012,Navegantes,Arrasto duplo,Enguia,"9.900,00",59
2012,Navegantes,Arrasto duplo,Espada,"6.190,00",39
2012,Navegantes,Arrasto duplo,Ferrinho,"74.720,00",47
2012,Navegantes,Arrasto duplo,Galo,"5.915,00",10
2012,Navegantes,Arrasto duplo,Galo-de-profundidade,"61.450,00",57
2012,Navegantes,Arrasto duplo,Goete,"10.268,00",42
2012,Navegantes,Arrasto duplo,Gordinho,"2.281,00",21
2012,Navegantes,Arrasto duplo,Guaivira,"700,00",4
2012,Navegantes,Arrasto duplo,Linguado,"329.127,00",162
2012,Navegantes,Arrasto duplo,Linguado-areia,"215.004,00",196
2012,Navegantes,Arrasto duplo,Linguado-vermelho,"2.570,00",7
2012,Navegantes,Arrasto duplo,Lula,"204.973,00",122
2012,Navegantes,Arrasto duplo,Machote,"300,00",2
2012,Navegantes,Arrasto duplo,Mangangá,"49.690,00",104
2012,Navegantes,Arrasto duplo,Maria-luiza,"7.520,00",5
2012,Navegantes,Arrasto duplo,Maria-mole,"148.362,00",102
2012,Navegantes,Arrasto duplo,Merluza,"1.784.408,00",238
2012,Navegantes,Arrasto duplo,Merluza-de-cola,"1.800,00",1
2012,Navegantes,Arrasto duplo,Mistura,"1.028.344,00",458
2012,Navegantes,Arrasto duplo,Namorado,"2.542,00",36
2012,Navegantes,Arrasto duplo,Olho-de-boi,"80,00",2
2012,Navegantes,Arrasto duplo,Olho-de-cão,"200,00",1
2012,Navegantes,Arrasto duplo,Papa-moscas,"18.760,00",8
2012,Navegantes,Arrasto duplo,Pargo-rosa,"820,00",11
2012,Navegantes,Arrasto duplo,Paru,"20,00",1
2012,Navegantes,Arrasto duplo,Peixe-lua,"520,00",2
2012,Navegantes,Arrasto duplo,Peixe-porco,"96.188,00",44
2012,Navegantes,Arrasto duplo,Peixe-sapo,"375.982,00",242
2012,Navegantes,Arrasto duplo,Pescada,"7.793,00",14
2012,Navegantes,Arrasto duplo,Pescada-amarela,"1.400,00",4
2012,Navegantes,Arrasto duplo,Pescadinha-real,"10.600,00",31
2012,Navegantes,Arrasto duplo,Pitú,"118.046,00",179
2012,Navegantes,Arrasto duplo,Polvo,"50.709,00",243
2012,Navegantes,Arrasto duplo,Raia,"10.799,00",39
2012,Navegantes,Arrasto duplo,Raia-viola,"280,00",4
2012,Navegantes,Arrasto duplo,Ratinho,"95,00",1
2012,Navegantes,Arrasto duplo,Sapateira,"8.323,00",91
2012,Navegantes,Arrasto duplo,Sarrão,"4.695,00",17
2012,Navegantes,Arrasto duplo,Tainha,"240,00",2
2012,Navegantes,Arrasto duplo,Tira-vira,"184.581,00",115
2012,Navegantes,Arrasto duplo,Trilha,"47.864,00",113
2012,Navegantes,Arrasto duplo,Trombeta,"25,00",2
2012,Navegantes,Arrasto simples,Abrótea,"6.010,00",9
2012,Navegantes,Arrasto simples,Abrótea-de-fundo,"9.580,00",7
2012,Navegantes,Arrasto simples,Bagre,"40,00",2
2012,Navegantes,Arrasto simples,Batata,"500,00",4
2012,Navegantes,Arrasto simples,Betara,"300,00",2
2012,Navegantes,Arrasto simples,Cabra,"204.080,00",18
2012,Navegantes,Arrasto simples,Cação-bagre,"430,00",3
2012,Navegantes,Arrasto simples,Caçonete,"420,00",2
2012,Navegantes,Arrasto simples,Castanha,"2.330.443,00",49
2012,Navegantes,Arrasto simples,Cherne,"200,00",1
2012,Navegantes,Arrasto simples,Congro,"1.020,00",3
2012,Navegantes,Arrasto simples,Congro-rosa,"1.940,00",8
2012,Navegantes,Arrasto simples,Corcoroca,"20,00",1
2012,Navegantes,Arrasto simples,Corvina,"10.890,00",9
2012,Navegantes,Arrasto simples,Emplastro,"48.420,00",18
2012,Navegantes,Arrasto simples,Enchova,"269,00",4
2012,Navegantes,Arrasto simples,Enguia,"580,00",4
2012,Navegantes,Arrasto simples,Espada,"6.382,00",8
2012,Navegantes,Arrasto simples,Ferrinho,"6.000,00",1
2012,Navegantes,Arrasto simples,Galo,"4.185,00",4
2012,Navegantes,Arrasto simples,Galo-de-profundidade,"9.457,00",6
2012,Navegantes,Arrasto simples,Goete,"3.980,00",4
2012,Navegantes,Arrasto simples,Gordinho,"380,00",5
2012,Navegantes,Arrasto simples,Linguado,"9.713,00",7
2012,Navegantes,Arrasto simples,Linguado-areia,"14.316,00",13
2012,Navegantes,Arrasto simples,Lula,"40,00",1
2012,Navegantes,Arrasto simples,Mangangá,"1.300,00",3
2012,Navegantes,Arrasto simples,Maria-mole,"55.081,00",21
2012,Navegantes,Arrasto simples,Merluza,"14.230,00",13
2012,Navegantes,Arrasto simples,Mistura,"21.485,00",15
2012,Navegantes,Arrasto simples,Namorado,"200,00",1
2012,Navegantes,Arrasto simples,Não discriminado,"625,00",1
2012,Navegantes,Arrasto simples,Papa-moscas,"4.380,00",2
2012,Navegantes,Arrasto simples,Pargo-rosa,"2.020,00",2
2012,Navegantes,Arrasto simples,Peixe-porco,"1.000,00",1
2012,Navegantes,Arrasto simples,Peixe-sapo,"12.748,00",19
2012,Navegantes,Arrasto simples,Pescada,"382,00",4
2012,Navegantes,Arrasto simples,Polvo,"140,00",3
2012,Navegantes,Arrasto simples,Raia,"7.465,00",4
2012,Navegantes,Arrasto simples,Tira-vira,"12.000,00",7
2012,Navegantes,Arrasto simples,Trilha,"1.860,00",6
2012,Porto Belo,Arrasto de parelha,Abrótea,"11.940,00",24
2012,Porto Belo,Arrasto de parelha,Aipim,"390,00",12
2012,Porto Belo,Arrasto de parelha,Bagre,"19.019,00",35
2012,Porto Belo,Arrasto de parelha,Batata,"600,00",1
2012,Porto Belo,Arrasto de parelha,Betara,"21.810,00",37
2012,Porto Belo,Arrasto de parelha,Cabra,"56.820,00",36
2012,Porto Belo,Arrasto de parelha,Cação-anjo,"1.066,00",6
