Ano,Município,Aparelho de Pesca,Pescado,kg no Período,nº de descargas do período
2016,Navegantes,Arrasto duplo,Espada,"670,00",6
2016,Navegantes,Arrasto duplo,Ferrinho,"13.000,00",1
2016,Navegantes,Arrasto duplo,Galo,"4.010,00",3
2016,Navegantes,Arrasto duplo,Goete,"3.410,00",18
2016,Navegantes,Arrasto duplo,Gordinho,"849,00",15
2016,Navegantes,Arrasto duplo,Linguado,"177.598,00",62
2016,Navegantes,Arrasto duplo,Linguado-areia,"74.500,00",57
2016,Navegantes,Arrasto duplo,Linguado-vermelho,"2.731,00",9
2016,Navegantes,Arrasto duplo,Lula,"2.490,00",28
2016,Navegantes,Arrasto duplo,Mangangá,"1.630,00",14
2016,Navegantes,Arrasto duplo,Maria-luiza,"600,00",2
2016,Navegantes,Arrasto duplo,Maria-mole,"79.980,00",56
2016,Navegantes,Arrasto duplo,Merluza,"80.370,00",24
2016,Navegantes,Arrasto duplo,Mistura,"297.006,00",179
2016,Navegantes,Arrasto duplo,Namorado,"1.002,00",9
2016,Navegantes,Arrasto duplo,Oveva,"50,00",1
2016,Navegantes,Arrasto duplo,Papa-moscas,"120,00",2
2016,Navegantes,Arrasto duplo,Pargo-rosa,"70,00",1
2016,Navegantes,Arrasto duplo,Peixe-porco,"1.810,00",11
2016,Navegantes,Arrasto duplo,Peixe-sapo,"24.724,00",39
2016,Navegantes,Arrasto duplo,Pescada,"1.280,00",5
2016,Navegantes,Arrasto duplo,Pescada-amarela,"11.660,00",41
2016,Navegantes,Arrasto duplo,Pescada-branca,"130,00",2
2016,Navegantes,Arrasto duplo,Pescadinha-real,"100,00",1
2016,Navegantes,Arrasto duplo,Pitú,"9.128,00",38
2016,Navegantes,Arrasto duplo,Polvo,"9.104,00",57
2016,Navegantes,Arrasto duplo,Raia,"1.070,00",8
2016,Navegantes,Arrasto duplo,Sapateira,"1.959,00",36
2016,Navegantes,Arrasto duplo,Sardinha-verdadeira,"900,00",1
2016,Navegantes,Arrasto duplo,Sarrão,"20,00",1
2016,Navegantes,Arrasto duplo,Tira-vira,"58.290,00",54
2016,Navegantes,Arrasto duplo,Trilha,"6.956,00",27
2016,Navegantes,Arrasto duplo,Xixarro,"20,00",1
2016,Navegantes,Arrasto simples,Abrótea,"1.840,00",3
2016,Navegantes,Arrasto simples,Abrótea-de-fundo,"1.180,00",1
2016,Navegantes,Arrasto simples,Betara,"140,00",1
2016,Navegantes,Arrasto simples,Cabra,"91.660,00",7
2016,Navegantes,Arrasto simples,Castanha,"195.200,00",7
2016,Navegantes,Arrasto simples,Congro-rosa,"4.900,00",4
2016,Navegantes,Arrasto simples,Corvina,"7.540,00",5
2016,Navegantes,Arrasto simples,Emplastro,"22.000,00",3
2016,Navegantes,Arrasto simples,Enguia,"360,00",2
2016,Navegantes,Arrasto simples,Espada,"2.000,00",5
2016,Navegantes,Arrasto simples,Goete,"2.040,00",3
2016,Navegantes,Arrasto simples,Gordinho,"80,00",2
2016,Navegantes,Arrasto simples,Linguado,"3.028,00",2
2016,Navegantes,Arrasto simples,Linguado-areia,"5.200,00",2
2016,Navegantes,Arrasto simples,Mangangá,"740,00",2
2016,Navegantes,Arrasto simples,Maria-mole,"9.220,00",5
2016,Navegantes,Arrasto simples,Merluza,"8.000,00",1
2016,Navegantes,Arrasto simples,Mistura,"5.540,00",5
2016,Navegantes,Arrasto simples,Pargo-rosa,"220,00",1
2016,Navegantes,Arrasto simples,Peixe-sapo,"8.400,00",3
2016,Navegantes,Arrasto simples,Raia,"1.000,00",1
2016,Navegantes,Arrasto simples,Tira-vira,"1.940,00",3
2016,Navegantes,Arrasto simples,Trilha,"300,00",1
2016,Porto Belo,Arrasto de parelha,Abrótea,"6.570,00",12
2016,Porto Belo,Arrasto de parelha,Bagre,"20,00",1
2016,Porto Belo,Arrasto de parelha,Betara,"3.510,00",12
2016,Porto Belo,Arrasto de parelha,Cabra,"67.875,00",15
2016,Porto Belo,Arrasto de parelha,Castanha,"717.405,00",17
2016,Porto Belo,Arrasto de parelha,Cavalinha,"50.400,00",2
2016,Porto Belo,Arrasto de parelha,Congro,"40,00",1
2016,Porto Belo,Arrasto de parelha,Congro-rosa,"10,00",1
2016,Porto Belo,Arrasto de parelha,Corcoroca,"1.880,00",8
2016,Porto Belo,Arrasto de parelha,Corvina,"303.545,00",16
2016,Porto Belo,Arrasto de parelha,Enchova,"472,00",4
2016,Porto Belo,Arrasto de parelha,Enguia,"860,00",9
2016,Porto Belo,Arrasto de parelha,Espada,"100,00",1
2016,Porto Belo,Arrasto de parelha,Goete,"43.190,00",12
2016,Porto Belo,Arrasto de parelha,Gordinho,"5.164,00",12
2016,Porto Belo,Arrasto de parelha,Guaivira,"20,00",1
2016,Porto Belo,Arrasto de parelha,Linguado,"6.201,00",12
2016,Porto Belo,Arrasto de parelha,Linguado-areia,"1.525,00",9
2016,Porto Belo,Arrasto de parelha,Linguado-vermelho,"212,00",6
2016,Porto Belo,Arrasto de parelha,Lula,"8,00",1
2016,Porto Belo,Arrasto de parelha,Mangangá,"2.500,00",11
2016,Porto Belo,Arrasto de parelha,Maria-mole,"289.960,00",12
2016,Porto Belo,Arrasto de parelha,Marimbá,"100,00",1
2016,Porto Belo,Arrasto de parelha,Miracéu,"200,00",4
2016,Porto Belo,Arrasto de parelha,Mistura,"8.724,00",12
2016,Porto Belo,Arrasto de parelha,Olho-de-cão,"140,00",2
2016,Porto Belo,Arrasto de parelha,Palombeta,"20,00",1
2016,Porto Belo,Arrasto de parelha,Pampo,"180,00",1
2016,Porto Belo,Arrasto de parelha,Papa-moscas,"60,00",2
2016,Porto Belo,Arrasto de parelha,Pargo-rosa,"20,00",1
2016,Porto Belo,Arrasto de parelha,Peixe-porco,"20,00",1
2016,Porto Belo,Arrasto de parelha,Peixe-sapo,"1.710,00",9
2016,Porto Belo,Arrasto de parelha,Peixe-tábua,"220,00",2
2016,Porto Belo,Arrasto de parelha,Pescada,"92.040,00",7
2016,Porto Belo,Arrasto de parelha,Pescada-amarela,"5.820,00",1
2016,Porto Belo,Arrasto de parelha,Pescadinha-real,"11.920,00",9
2016,Porto Belo,Arrasto de parelha,Polvo,"10,00",1
2016,Porto Belo,Arrasto de parelha,Tira-vira,"5.000,00",12
2016,Porto Belo,Arrasto duplo,Abrótea,"300,00",1
2016,Porto Belo,Arrasto duplo,Cabra,"1.480,00",2
2016,Porto Belo,Arrasto duplo,Camarão-rosa,"6.250,00",6
2016,Porto Belo,Arrasto duplo,Linguado-areia,"50,00",1
2016,Porto Belo,Arrasto duplo,Mistura,"9.370,00",6
2016,Porto Belo,Arrasto duplo,Polvo,"200,00",1
2017,Itajaí,Arrasto de parelha,Abrótea,"5.436,00",13
2017,Itajaí,Arrasto de parelha,Bagre,"991,00",1
2017,Itajaí,Arrasto de parelha,Batata,"187,00",1
2017,Itajaí,Arrasto de parelha,Betara,"5.343,00",13
2017,Itajaí,Arrasto de parelha,Bonito-cachorro,"2.160,00",1
2017,Itajaí,Arrasto de parelha,Cabra,"12.357,00",14
2017,Itajaí,Arrasto de parelha,Carapeba,"1.653,00",7
2017,Itajaí,Arrasto de parelha,Castanha,"173.787,00",16
2017,Itajaí,Arrasto de parelha,Cioba,"44,00",2
2017,Itajaí,Arrasto de parelha,Corcoroca,"6.375,00",12
2017,Itajaí,Arrasto de parelha,Corvina,"473.281,00",26
2017,Itajaí,Arrasto de parelha,Enchova,"3.167,00",10
2017,Itajaí,Arrasto de parelha,Enguia,"15,00",1
2017,Itajaí,Arrasto de parelha,Espada,"778,00",2
2017,Itajaí,Arrasto de parelha,Galo,"4.722,00",11
2017,Itajaí,Arrasto de parelha,Goete,"52.334,00",15
2017,Itajaí,Arrasto de parelha,Gordinho,"39.755,00",22
2017,Itajaí,Arrasto de parelha,Guaivira,"5.706,00",12
2017,Itajaí,Arrasto de parelha,Linguado,"3.400,00",13
2017,Itajaí,Arrasto de parelha,Lula,"768,00",5
2017,Itajaí,Arrasto de parelha,Mangangá,"5,00",1
2017,Itajaí,Arrasto de parelha,Maria-luiza,"65,00",2
2017,Itajaí,Arrasto de parelha,Maria-mole,"88.970,00",15
2017,Itajaí,Arrasto de parelha,Miracéu,"51,00",3
2017,Itajaí,Arrasto de parelha,Mistura,"59.500,00",10
2017,Itajaí,Arrasto de parelha,Olho-de-cão,"7.235,00",12
2017,Itajaí,Arrasto de parelha,Palombeta,"9.106,00",9
2017,Itajaí,Arrasto de parelha,Pampo,"974,00",9
2017,Itajaí,Arrasto de parelha,Pargo-rosa,"10,00",1
2017,Itajaí,Arrasto de parelha,Paru,"1.634,00",5
2017,Itajaí,Arrasto de parelha,Peixe-porco,"54.381,00",15
2017,Itajaí,Arrasto de parelha,Peixe-sapo,"8.014,00",2
2017,Itajaí,Arrasto de parelha,Pescada,"397,00",6
2017,Itajaí,Arrasto de parelha,Pescada-amarela,"115.170,00",12
2017,Itajaí,Arrasto de parelha,Pescada-bicuda,"191,00",1
2017,Itajaí,Arrasto de parelha,Pescada-branca,"230,00",3
2017,Itajaí,Arrasto de parelha,Pescada-cambucu,"2.055,00",10
2017,Itajaí,Arrasto de parelha,Pescadinha-real,"6.000,00",1
2017,Itajaí,Arrasto de parelha,Robalo,"665,00",4
2017,Itajaí,Arrasto de parelha,Roncador,"1.322,00",7
2017,Itajaí,Arrasto de parelha,Sardinha-lage,"290,00",1
2017,Itajaí,Arrasto de parelha,Serrinha,"40,00",1
2017,Itajaí,Arrasto de parelha,Sororoca,"23,00",1
2017,Itajaí,Arrasto de parelha,Tira-vira,"1.169,00",3
2017,Itajaí,Arrasto de parelha,Xarelete,"2.040,00",4
2017,Itajaí,Arrasto duplo,Abrótea,"123.829,00",101
2017,Itajaí,Arrasto duplo,Abrótea-de-fundo,"785.337,00",32
2017,Itajaí,Arrasto duplo,Batata,"400,00",3
2017,Itajaí,Arrasto duplo,Betara,"19.022,00",61
2017,Itajaí,Arrasto duplo,Cabra,"326.304,00",111
2017,Itajaí,Arrasto duplo,Cação-bagre,"187,00",2
2017,Itajaí,Arrasto duplo,Cação-gato,"1.000,00",1
2017,Itajaí,Arrasto duplo,Camarão-barba-ruça,"167.114,00",29
2017,Itajaí,Arrasto duplo,Camarão-branco,"720,00",3
2017,Itajaí,Arrasto duplo,Camarão-cristalino,"47.760,00",8
2017,Itajaí,Arrasto duplo,Camarão-rosa,"225.558,00",120
2017,Itajaí,Arrasto duplo,Camarão-santana,"60.410,00",27
2017,Itajaí,Arrasto duplo,Camarão-sete-barbas,"27.014,00",4
2017,Itajaí,Arrasto duplo,Castanha,"118.854,00",58
2017,Itajaí,Arrasto duplo,Congro,"1.040,00",3
2017,Itajaí,Arrasto duplo,Congro-rosa,"56.250,00",49
2017,Itajaí,Arrasto duplo,Corcoroca,"830,00",4
2017,Itajaí,Arrasto duplo,Corvina,"40.688,00",87
2017,Itajaí,Arrasto duplo,Emplastro,"81.130,00",77
2017,Itajaí,Arrasto duplo,Enguia,"247,00",13
2017,Itajaí,Arrasto duplo,Espada,"3.005,00",11
2017,Itajaí,Arrasto duplo,Goete,"4.860,00",31
2017,Itajaí,Arrasto duplo,Gordinho,"2.610,00",19
2017,Itajaí,Arrasto duplo,Guaivira,"200,00",1
2017,Itajaí,Arrasto duplo,Linguado,"240.100,00",61
2017,Itajaí,Arrasto duplo,Linguado-areia,"101.883,00",74
2017,Itajaí,Arrasto duplo,Linguado-vermelho,"3.200,00",4
2017,Itajaí,Arrasto duplo,Lula,"27.887,00",58
2017,Itajaí,Arrasto duplo,Mangangá,"5.800,00",16
2017,Itajaí,Arrasto duplo,Maria-mole,"150.163,00",83
2017,Itajaí,Arrasto duplo,Merluza,"127.840,00",30
2017,Itajaí,Arrasto duplo,Mistura,"160.116,00",126
2017,Itajaí,Arrasto duplo,Namorado,"400,00",2
2017,Itajaí,Arrasto duplo,Palombeta,"15,00",1
2017,Itajaí,Arrasto duplo,Pargo-rosa,"900,00",3
2017,Itajaí,Arrasto duplo,Peixe-porco,"10.622,00",32
2017,Itajaí,Arrasto duplo,Peixe-sapo,"60.369,00",72
2017,Itajaí,Arrasto duplo,Pescada,"650,00",2
2017,Itajaí,Arrasto duplo,Pescada-amarela,"4.050,00",10
2017,Itajaí,Arrasto duplo,Pescada-cambucu,"5,00",1
2017,Itajaí,Arrasto duplo,Pescadinha-real,"3.900,00",4
2017,Itajaí,Arrasto duplo,Pitú,"1.868,00",12
2017,Itajaí,Arrasto duplo,Polvo,"4.127,00",40
2017,Itajaí,Arrasto duplo,Raia,"120,00",1
2017,Itajaí,Arrasto duplo,Sapateira,"5.491,00",40
2017,Itajaí,Arrasto duplo,Tira-vira,"32.633,00",86
2017,Itajaí,Arrasto duplo,Trilha,"6.537,00",31
2017,Itajaí,Arrasto simples,Abrótea,"21.808,00",35
2017,Itajaí,Arrasto simples,Abrótea-de-fundo,"42.121,00",7
2017,Itajaí,Arrasto simples,Baiacú,"130,00",1
2017,Itajaí,Arrasto simples,Betara,"638,00",6
2017,Itajaí,Arrasto simples,Cabra,"1.207.824,00",39
2017,Itajaí,Arrasto simples,Cação-bagre,"9.700,00",16
2017,Itajaí,Arrasto simples,Cações,"387,00",1
2017,Itajaí,Arrasto simples,Castanha,"436.051,00",45
2017,Itajaí,Arrasto simples,Congro-rosa,"7.558,00",20
2017,Itajaí,Arrasto simples,Corvina,"9.654,00",27
2017,Itajaí,Arrasto simples,Emplastro,"170.363,00",35
2017,Itajaí,Arrasto simples,Enguia,"10,00",1
2017,Itajaí,Arrasto simples,Espada,"2.695,00",20
2017,Itajaí,Arrasto simples,Goete,"23.094,00",22
2017,Itajaí,Arrasto simples,Guaivira,"20,00",1
2017,Itajaí,Arrasto simples,Linguado,"16.495,00",7
2017,Itajaí,Arrasto simples,Linguado-areia,"50.424,00",31
2017,Itajaí,Arrasto simples,Maria-mole,"71.640,00",34
2017,Itajaí,Arrasto simples,Merluza,"7.088,00",29
2017,Itajaí,Arrasto simples,Mistura,"31.946,00",5
2017,Itajaí,Arrasto simples,Olho-de-cão,"1.500,00",2
2017,Itajaí,Arrasto simples,Pampo,"200,00",1
2017,Itajaí,Arrasto simples,Pargo-rosa,"300,00",1
2017,Itajaí,Arrasto simples,Peixe-sapo,"21.390,50",28
2017,Itajaí,Arrasto simples,Raia,"2.460,00",1
2017,Itajaí,Arrasto simples,Tira-vira,"5.988,80",25
2017,Itajaí,Arrasto simples,Trilha,"23.820,00",27
2017,Laguna,Arrasto de parelha,Abrótea,"6.080,00",3
2017,Laguna,Arrasto de parelha,Betara,"1.720,00",3
2017,Laguna,Arrasto de parelha,Cabra,"1.260,00",2
2017,Laguna,Arrasto de parelha,Castanha,"32.600,00",3
2017,Laguna,Arrasto de parelha,Corcoroca,"400,00",1
2017,Laguna,Arrasto de parelha,Corvina,"35.720,00",3
2017,Laguna,Arrasto de parelha,Espada,"600,00",2
2017,Laguna,Arrasto de parelha,Goete,"200,00",1
2017,Laguna,Arrasto de parelha,Gordinho,"2.800,00",2
2017,Laguna,Arrasto de parelha,Linguado,"7.880,00",3
2017,Laguna,Arrasto de parelha,Maria-luiza,"420,00",1
2017,Laguna,Arrasto de parelha,Maria-mole,"19.240,00",3
2017,Laguna,Arrasto de parelha,Pampo,"60,00",1
2017,Laguna,Arrasto de parelha,Pescada,"20.500,00",2
2017,Laguna,Arrasto de parelha,Pescadinha-real,"9.000,00",2
2017,Laguna,Arrasto de parelha,Residuo,"800,00",2
2017,Laguna,Arrasto de parelha,Tira-vira,"220,00",2
2017,Laguna,Arrasto duplo,Abrótea,"5.600,00",2
2017,Laguna,Arrasto duplo,Betara,"1.200,00",1
2017,Laguna,Arrasto duplo,Cabra,"3.000,00",1
2017,Laguna,Arrasto duplo,Castanha,"2.500,00",1
2017,Laguna,Arrasto duplo,Corvina,"6.300,00",1
2017,Laguna,Arrasto duplo,Enguia,"200,00",1
2017,Laguna,Arrasto duplo,Espada,"100,00",1
2017,Laguna,Arrasto duplo,Gordinho,"300,00",1
2017,Laguna,Arrasto duplo,Linguado,"1.500,00",1
2017,Laguna,Arrasto duplo,Maria-mole,"500,00",1
2017,Laguna,Arrasto duplo,Merluza,"300,00",1
2017,Laguna,Arrasto duplo,Olho-de-cão,"100,00",1
2017,Laguna,Arrasto duplo,Peixe-porco,"400,00",1
2017,Laguna,Arrasto duplo,Peixe-sapo,"1.600,00",2
2017,Laguna,Arrasto duplo,Pescadinha-real,"400,00",1
2017,Laguna,Arrasto duplo,Raia,"260,00",1
2017,Laguna,Arrasto duplo,Residuo,"40,00",1
2017,Laguna,Arrasto duplo,Sapateira,"40,00",1
2017,Laguna,Arrasto duplo,Tira-vira,"100,00",1
2017,Navegantes,Arrasto de parelha,Abrótea,"36.020,00",40
2017,Navegantes,Arrasto de parelha,Betara,"16.160,00",31
2017,Navegantes,Arrasto de parelha,Cabra,"64.700,00",36
2017,Navegantes,Arrasto de parelha,Castanha,"1.232.313,00",60
2017,Navegantes,Arrasto de parelha,Corcoroca,"5.735,00",11
2017,Navegantes,Arrasto de parelha,Corvina,"1.478.558,00",68
2017,Navegantes,Arrasto de parelha,Emplastro,"6.140,00",3
2017,Navegantes,Arrasto de parelha,Enguia,"20,00",1
2017,Navegantes,Arrasto de parelha,Espada,"13.700,00",14
2017,Navegantes,Arrasto de parelha,Galo,"2.060,00",6
2017,Navegantes,Arrasto de parelha,Goete,"265.960,00",45
2017,Navegantes,Arrasto de parelha,Gordinho,"114.110,00",37
2017,Navegantes,Arrasto de parelha,Guaivira,"5.100,00",2
2017,Navegantes,Arrasto de parelha,Linguado,"42.774,00",41
2017,Navegantes,Arrasto de parelha,Linguado-areia,"5.750,00",8
2017,Navegantes,Arrasto de parelha,Linguado-vermelho,"800,00",1
2017,Navegantes,Arrasto de parelha,Lula,"1.340,00",4
2017,Navegantes,Arrasto de parelha,Mangangá,"400,00",1
2017,Navegantes,Arrasto de parelha,Maria-mole,"651.300,00",62
2017,Navegantes,Arrasto de parelha,Mistura,"1.234.740,00",54
2017,Navegantes,Arrasto de parelha,Olho-de-boi,"320,00",1
2017,Navegantes,Arrasto de parelha,Olho-de-cão,"37.000,00",13
2017,Navegantes,Arrasto de parelha,Palombeta,"3.000,00",3
2017,Navegantes,Arrasto de parelha,Pampo,"5.140,00",3
2017,Navegantes,Arrasto de parelha,Peixe-porco,"130.860,00",15
2017,Navegantes,Arrasto de parelha,Pescada-amarela,"257.450,00",39
2017,Navegantes,Arrasto de parelha,Pescada-bicuda,"500,00",1
2017,Navegantes,Arrasto de parelha,Pescada-branca,"750,00",3
2017,Navegantes,Arrasto de parelha,Pescada-cambucu,"40,00",2
2017,Navegantes,Arrasto de parelha,Pescadinha-real,"56.200,00",6
2017,Navegantes,Arrasto de parelha,Raia,"20,00",1
2017,Navegantes,Arrasto de parelha,Robalo,"100,00",1
2017,Navegantes,Arrasto de parelha,Tira-vira,"2.260,00",8
2017,Navegantes,Arrasto de parelha,Trilha,"210,00",3
2017,Navegantes,Arrasto duplo,Abrótea,"252.941,00",141
2017,Navegantes,Arrasto duplo,Abrótea-de-fundo,"358.448,00",29
2017,Navegantes,Arrasto duplo,Bagre,"100,00",1
2017,Navegantes,Arrasto duplo,Batata,"272,00",3
2017,Navegantes,Arrasto duplo,Betara,"23.570,00",56
2017,Navegantes,Arrasto duplo,Cabra,"221.925,00",121
2017,Navegantes,Arrasto duplo,Camarão-barba-ruça,"873.588,00",139
2017,Navegantes,Arrasto duplo,Camarão-branco,"8.525,00",37
2017,Navegantes,Arrasto duplo,Camarão-cristalino,"129.000,00",30
2017,Navegantes,Arrasto duplo,Camarão-rosa,"628.639,00",295
2017,Navegantes,Arrasto duplo,Camarão-santana,"330.372,00",132
2017,Navegantes,Arrasto duplo,Camarão-santana + barba-ruca,"51.348,00",6
2017,Navegantes,Arrasto duplo,Camarão-sete-barbas,"278.430,00",51
2017,Navegantes,Arrasto duplo,Castanha,"64.905,00",36
2017,Navegantes,Arrasto duplo,Congro,"5.306,00",5
2017,Navegantes,Arrasto duplo,Congro-rosa,"47.567,00",39
2017,Navegantes,Arrasto duplo,Corcoroca,"910,00",5
2017,Navegantes,Arrasto duplo,Corvina,"47.079,00",58
2017,Navegantes,Arrasto duplo,Emplastro,"53.172,00",67
2017,Navegantes,Arrasto duplo,Enguia,"460,00",3
2017,Navegantes,Arrasto duplo,Espada,"898,00",10
2017,Navegantes,Arrasto duplo,Galo,"2.100,00",2
2017,Navegantes,Arrasto duplo,Galo-de-profundidade,"2.000,00",2
2017,Navegantes,Arrasto duplo,Goete,"8.170,00",20
2017,Navegantes,Arrasto duplo,Gordinho,"1.920,00",9
2017,Navegantes,Arrasto duplo,Linguado,"105.201,00",78
2017,Navegantes,Arrasto duplo,Linguado-areia,"85.707,00",69
2017,Navegantes,Arrasto duplo,Linguado-vermelho,"320,00",2
2017,Navegantes,Arrasto duplo,Lula,"48.789,00",115
2017,Navegantes,Arrasto duplo,Mangangá,"2.290,00",8
2017,Navegantes,Arrasto duplo,Maria-luiza,"200,00",1
2017,Navegantes,Arrasto duplo,Maria-mole,"63.957,00",39
2017,Navegantes,Arrasto duplo,Merluza,"135.378,00",32
2017,Navegantes,Arrasto duplo,Miracéu,"150,00",1
2017,Navegantes,Arrasto duplo,Mistura,"854.894,00",415
2017,Navegantes,Arrasto duplo,Namorado,"263,00",3
2017,Navegantes,Arrasto duplo,Olho-de-boi,"200,00",1
2017,Navegantes,Arrasto duplo,Pargo-rosa,"60,00",2
2017,Navegantes,Arrasto duplo,Peixe-porco,"24.963,00",28
2017,Navegantes,Arrasto duplo,Peixe-sapo,"51.719,00",55
2017,Navegantes,Arrasto duplo,Pescada,"100,00",1
2017,Navegantes,Arrasto duplo,Pescada-amarela,"52.590,00",53
2017,Navegantes,Arrasto duplo,Pescada-branca,"1.800,00",2
2017,Navegantes,Arrasto duplo,Pescadinha-real,"2.360,00",4
2017,Navegantes,Arrasto duplo,Pitú,"13.051,00",31
2017,Navegantes,Arrasto duplo,Polvo,"6.998,00",72
2017,Navegantes,Arrasto duplo,Raia,"1.742,00",4
2017,Navegantes,Arrasto duplo,Sapateira,"9.276,00",82
2017,Navegantes,Arrasto duplo,Sarrão,"9.500,00",7
2017,Navegantes,Arrasto duplo,Tira-vira,"12.528,00",31
2017,Navegantes,Arrasto duplo,Trilha,"7.243,00",33
2017,Navegantes,Arrasto duplo,Vieira,"40,00",1
2017,Navegantes,Arrasto simples,Abrótea,"61.110,00",7
2017,Navegantes,Arrasto simples,Abrótea-de-fundo,"5.590,00",3
2017,Navegantes,Arrasto simples,Cabra,"581.000,00",15
2017,Navegantes,Arrasto simples,Cação-bagre,"1.000,00",1
2017,Navegantes,Arrasto simples,Cação-gato,"2.000,00",1
2017,Navegantes,Arrasto simples,Castanha,"172.500,00",14
2017,Navegantes,Arrasto simples,Congro-rosa,"3.600,00",3
2017,Navegantes,Arrasto simples,Corvina,"1.100,00",3
2017,Navegantes,Arrasto simples,Emplastro,"38.000,00",9
2017,Navegantes,Arrasto simples,Enguia,"100,00",1
2017,Navegantes,Arrasto simples,Espada,"300,00",1
2017,Navegantes,Arrasto simples,Goete,"8.000,00",3
2017,Navegantes,Arrasto simples,Linguado,"2.000,00",2
2017,Navegantes,Arrasto simples,Linguado-areia,"17.500,00",9
2017,Navegantes,Arrasto simples,Mangangá,"200,00",1
2017,Navegantes,Arrasto simples,Maria-mole,"23.800,00",3
2017,Navegantes,Arrasto simples,Merluza,"5.300,00",1
2017,Navegantes,Arrasto simples,Mistura,"57.700,00",11
2017,Navegantes,Arrasto simples,Peixe-sapo,"3.300,00",4
2017,Navegantes,Arrasto simples,Polvo,"750,00",1
2017,Navegantes,Arrasto simples,Sapateira,"400,00",1
2017,Navegantes,Arrasto simples,Tira-vira,"3.100,00",3
2017,Navegantes,Arrasto simples,Trilha,"5.000,00",3
2017,Porto Belo,Arrasto de parelha,Abrótea,"11.316,00",14
2017,Porto Belo,Arrasto de parelha,Betara,"3.160,00",13
2017,Porto Belo,Arrasto de parelha,Borriquete,"40,00",1
2017,Porto Belo,Arrasto de parelha,Cabra,"42.322,00",12
2017,Porto Belo,Arrasto de parelha,Cação-anjo,"520,00",3
2017,Porto Belo,Arrasto de parelha,Carapeba,"80,00",2
2017,Porto Belo,Arrasto de parelha,Castanha,"204.310,00",13
2017,Porto Belo,Arrasto de parelha,Corcoroca,"3.977,00",12
2017,Porto Belo,Arrasto de parelha,Corvina,"194.332,00",14
2017,Porto Belo,Arrasto de parelha,Enchova,"1.185,00",6
2017,Porto Belo,Arrasto de parelha,Enguia,"100,00",3
2017,Porto Belo,Arrasto de parelha,Espada,"280,00",2
2017,Porto Belo,Arrasto de parelha,Galo,"736,00",4
2017,Porto Belo,Arrasto de parelha,Goete,"14.301,00",12
2017,Porto Belo,Arrasto de parelha,Gordinho,"8.997,00",13
2017,Porto Belo,Arrasto de parelha,Guaivira,"774,00",5
2017,Porto Belo,Arrasto de parelha,Linguado,"5.896,00",13
2017,Porto Belo,Arrasto de parelha,Linguado-areia,"3.832,00",10
2017,Porto Belo,Arrasto de parelha,Linguado-vermelho,"68,00",2
2017,Porto Belo,Arrasto de parelha,Lula,"30,00",1
2017,Porto Belo,Arrasto de parelha,Mangangá,"240,00",4
2017,Porto Belo,Arrasto de parelha,Maria-mole,"149.135,00",12
2017,Porto Belo,Arrasto de parelha,Marimbá,"60,00",1
2017,Porto Belo,Arrasto de parelha,Merluza,"760,00",4
2017,Porto Belo,Arrasto de parelha,Miracéu,"420,00",6
2017,Porto Belo,Arrasto de parelha,Mistura,"6.250,00",13
2017,Porto Belo,Arrasto de parelha,Olho-de-cão,"4.226,00",11
2017,Porto Belo,Arrasto de parelha,Oveva,"39,00",1
2017,Porto Belo,Arrasto de parelha,Palombeta,"760,00",2
2017,Porto Belo,Arrasto de parelha,Pampo,"826,00",5
2017,Porto Belo,Arrasto de parelha,Papa-moscas,"80,00",1
2017,Porto Belo,Arrasto de parelha,Pargo-rosa,"20,00",1
2017,Porto Belo,Arrasto de parelha,Paru,"330,00",3
2017,Porto Belo,Arrasto de parelha,Peixe-porco,"1.794,00",10
2017,Porto Belo,Arrasto de parelha,Peixe-sapo,"40,00",2
2017,Porto Belo,Arrasto de parelha,Pescada,"137.420,00",10
2017,Porto Belo,Arrasto de parelha,Pescada-amarela,"2.525,00",2
2017,Porto Belo,Arrasto de parelha,Pescada-bicuda,"100,00",1
2017,Porto Belo,Arrasto de parelha,Pescada-cambucu,"567,00",4
2017,Porto Belo,Arrasto de parelha,Pescadinha-real,"8.170,00",8
2017,Porto Belo,Arrasto de parelha,Sororoca,"30,00",1
2017,Porto Belo,Arrasto de parelha,Tira-vira,"1.580,00",9
2017,Porto Belo,Arrasto duplo,Camarão-branco,"200,00",1
2017,Porto Belo,Arrasto duplo,Camarão-rosa,"3.730,00",4
2017,Porto Belo,Arrasto duplo,Camarão-sete-barbas,"8.000,00",1
2017,Porto Belo,Arrasto duplo,Corvina,"500,00",1
2017,Porto Belo,Arrasto duplo,Lula,"60,00",1
2017,Porto Belo,Arrasto duplo,Mistura,"1.300,00",4
2017,Porto Belo,Arrasto duplo,Polvo,"100,00",1
2018,Itajaí,Arrasto de parelha,Abrótea,"8.655,00",13
2018,Itajaí,Arrasto de parelha,Betara,"4.714,00",11
2018,Itajaí,Arrasto de parelha,Bonito-cachorro,"298,00",1
2018,Itajaí,Arrasto de parelha,Cabra,"36.483,00",16
2018,Itajaí,Arrasto de parelha,Cangoá,"59,00",1
2018,Itajaí,Arrasto de parelha,Caranha,"3.500,00",1
2018,Itajaí,Arrasto de parelha,Carapau,"40,00",1
2018,Itajaí,Arrasto de parelha,Carapeba,"1.067,00",2
2018,Itajaí,Arrasto de parelha,Castanha,"252.108,00",19
